"cod_tara","an","valoare","indicator"
"NL",2022,2.18,"cheltuieli_cd_rap_la_pib"
"NL",2023,2.3,"cheltuieli_cd_rap_la_pib"
"NL",2024,2.29,"cheltuieli_cd_rap_la_pib"
"PL",2000,0.64,"cheltuieli_cd_rap_la_pib"
"PL",2001,0.62,"cheltuieli_cd_rap_la_pib"
"PL",2002,0.56,"cheltuieli_cd_rap_la_pib"
"PL",2003,0.54,"cheltuieli_cd_rap_la_pib"
"PL",2004,0.55,"cheltuieli_cd_rap_la_pib"
"PL",2005,0.56,"cheltuieli_cd_rap_la_pib"
"PL",2006,0.55,"cheltuieli_cd_rap_la_pib"
"PL",2007,0.56,"cheltuieli_cd_rap_la_pib"
"PL",2008,0.6,"cheltuieli_cd_rap_la_pib"
"PL",2009,0.66,"cheltuieli_cd_rap_la_pib"
"PL",2010,0.72,"cheltuieli_cd_rap_la_pib"
"PL",2011,0.75,"cheltuieli_cd_rap_la_pib"
"PL",2012,0.88,"cheltuieli_cd_rap_la_pib"
"PL",2013,0.88,"cheltuieli_cd_rap_la_pib"
"PL",2014,0.95,"cheltuieli_cd_rap_la_pib"
"PL",2015,1,"cheltuieli_cd_rap_la_pib"
"PL",2016,0.96,"cheltuieli_cd_rap_la_pib"
"PL",2017,1.03,"cheltuieli_cd_rap_la_pib"
"PL",2018,1.19,"cheltuieli_cd_rap_la_pib"
"PL",2019,1.31,"cheltuieli_cd_rap_la_pib"
"PL",2020,1.37,"cheltuieli_cd_rap_la_pib"
"PL",2021,1.42,"cheltuieli_cd_rap_la_pib"
"PL",2022,1.44,"cheltuieli_cd_rap_la_pib"
"PL",2023,1.56,"cheltuieli_cd_rap_la_pib"
"PL",2024,1.41,"cheltuieli_cd_rap_la_pib"
"PT",2000,0.72,"cheltuieli_cd_rap_la_pib"
"PT",2001,0.76,"cheltuieli_cd_rap_la_pib"
"PT",2002,0.72,"cheltuieli_cd_rap_la_pib"
"PT",2003,0.7,"cheltuieli_cd_rap_la_pib"
"PT",2004,0.73,"cheltuieli_cd_rap_la_pib"
"PT",2005,0.76,"cheltuieli_cd_rap_la_pib"
"PT",2006,0.95,"cheltuieli_cd_rap_la_pib"
"PT",2007,1.12,"cheltuieli_cd_rap_la_pib"
"PT",2008,1.44,"cheltuieli_cd_rap_la_pib"
"PT",2009,1.58,"cheltuieli_cd_rap_la_pib"
"PT",2010,1.53,"cheltuieli_cd_rap_la_pib"
"PT",2011,1.46,"cheltuieli_cd_rap_la_pib"
"PT",2012,1.38,"cheltuieli_cd_rap_la_pib"
"PT",2013,1.32,"cheltuieli_cd_rap_la_pib"
"PT",2014,1.29,"cheltuieli_cd_rap_la_pib"
"PT",2015,1.25,"cheltuieli_cd_rap_la_pib"
"PT",2016,1.28,"cheltuieli_cd_rap_la_pib"
"PT",2017,1.32,"cheltuieli_cd_rap_la_pib"
"PT",2018,1.35,"cheltuieli_cd_rap_la_pib"
"PT",2019,1.39,"cheltuieli_cd_rap_la_pib"
"PT",2020,1.61,"cheltuieli_cd_rap_la_pib"
"PT",2021,1.67,"cheltuieli_cd_rap_la_pib"
"PT",2022,1.69,"cheltuieli_cd_rap_la_pib"
"PT",2023,1.68,"cheltuieli_cd_rap_la_pib"
"PT",2024,1.73,"cheltuieli_cd_rap_la_pib"
"SI",2000,1.37,"cheltuieli_cd_rap_la_pib"
"SI",2001,1.48,"cheltuieli_cd_rap_la_pib"
"SI",2002,1.46,"cheltuieli_cd_rap_la_pib"
"SI",2003,1.26,"cheltuieli_cd_rap_la_pib"
"SI",2004,1.38,"cheltuieli_cd_rap_la_pib"
"SI",2005,1.43,"cheltuieli_cd_rap_la_pib"
"SI",2006,1.55,"cheltuieli_cd_rap_la_pib"
"SI",2007,1.43,"cheltuieli_cd_rap_la_pib"
"SI",2008,1.63,"cheltuieli_cd_rap_la_pib"
"SI",2009,1.83,"cheltuieli_cd_rap_la_pib"
"SI",2010,2.07,"cheltuieli_cd_rap_la_pib"
"SI",2011,2.43,"cheltuieli_cd_rap_la_pib"
"SI",2012,2.58,"cheltuieli_cd_rap_la_pib"
"SI",2013,2.59,"cheltuieli_cd_rap_la_pib"
"SI",2014,2.39,"cheltuieli_cd_rap_la_pib"
"SI",2015,2.22,"cheltuieli_cd_rap_la_pib"
"SI",2016,2.03,"cheltuieli_cd_rap_la_pib"
"SI",2017,1.88,"cheltuieli_cd_rap_la_pib"
"SI",2018,1.96,"cheltuieli_cd_rap_la_pib"
